ModelId,ModelScale,CollisionHeight,CollisionHeightMounted
139,1,2.0833333,0
140,1,2.031278,0
141,1,2.031278,0
142,1,2.031278,0
144,1,2.0833333,0
145,1,2.031278,0.66778284
146,1,2.031278,0
147,1,2.031278,1.5676198
149,1,2.0833333,0
150,1,2.0833333,1.2359911
151,1,2.0312655,1.166689
152,1,2.0312655,1.166689
155,1,2.031278,0
156,1,2.031278,0
157,1,2.0833333,0
158,1,2.0833333,0
159,1,2.0833333,0
160,1,2.031278,0
161,1,0.2777778,0
162,1,2.031278,0
163,1,2.3611112,1.2363617
164,1,2.031278,0.531261
165,1,2.031278,0
167,1,2.031278,1.1288751
168,1,2.031278,1.1288751
170,1,2.031278,0
171,1,2.031278,0
172,1,2.031278,0
173,1,2.031278,0
174,1,2.031278,0
175,1,2.0833333,0
176,1,2.031278,0
177,1,2.0833333,0
178,1,2.031278,0
180,1,2.031278,1.7614743
181,1,2.0833333,0
182,1,1.0555556,0.4100993
183,1,1.0555556,0.38545576
185,1,2.031278,1.5042503
186,1,2.4274132,1.25
187,1,2.0833333,0
188,1,2.031278,0
190,1,2.8757172,0
191,1,2.0833333,0
192,1,2.031278,0
193,1,2.031278,0
194,1,2.0833333,1.8657155
195,1,2.031278,1.0784994
197,1,2.031278,0
198,1,2.031278,0
199,1,1.0999879,0
201,1,2.031278,1.1938912
202,1,2.0833333,0
203,1,2.031278,8.139028
204,1,2.031278,4.309965
205,1,2.0833333,0
206,1,2.0833333,5.1485085
207,1,2.031278,0
209,1,2.031278,1.6565863
210,1,2.031278,1.2413718
212,1,2.777778,1.865715
213,1,2.031278,0
214,1,2.031278,0
215,1,2.031278,1.8657174
216,1,2.031278,1.8657202
217,1,2.031278,1.3991108
218,1,2.031278,0
219,1,2.0833333,0
220,1,1.7387624,0
221,1,2.0833333,0
222,1,1.388889,0
223,1,2.031278,0
224,1,2.031278,0
225,1,2.031278,0
227,1,2.031278,0
229,1,2.0833333,1.8669243
230,1,2.031278,0
250,1,2.031278,0
270,1,2.0876367,0
271,1,4.6766276,0
290,1,2.0833333,0
310,1,-20000000,1.3347374
311,1,-20000000,1.3347374
312,1,-20000000,1.3347374
313,1,-20000000,1.3347374
314,1,-20000000,1.3413384
315,1,2.031278,1.3413384
316,1,-20000000,1.3413384
317,1,-20000000,1.3413384
331,1,2.031278,1.193891
332,1,2.031278,1.3189689
351,1,2.031278,0
352,1,2.031278,0
371,1,2.031278,0
372,1,2.0833333,0
373,1,2.031278,0
374,1,1.3151135,0
375,1,1.3151135,0
376,1,1.3151135,0
377,1,1.3151135,0
391,1,2.031278,0
392,1,2.0833333,0.89052784
393,1,1.3151135,0
411,1,2.031278,1.1938912
452,1,2.031278,0
453,1,2.031278,0
454,1,2.031278,0
455,1,2.0833333,1.1288751
456,1,2.0833333,4.309964
457,1,2.031278,1.2413719
458,1,2.031278,2.5206087
459,1,2.031278,2.4126165
471,1,2.0833333,1.9117709
491,1,2.031278,1.9849259
492,1,2.0833333,1.9117709
511,1,2.0833333,1.9117709
512,1,2.031278,0
531,1,2.031278,1.9767554
551,1,2.031278,0
552,1,2.031278,1.8657174
571,1,2.031278,2.6007264
591,1,2.031278,0
611,1,2.031278,0
631,1,2.031278,0
651,1,2.031278,0
671,1,2.031278,0
692,1,2.031278,3.487729
711,1,2.0833333,0
712,1,0.3309271,0
731,1,2.031278,1.0784994
751,1,2.031278,1.6249996
771,1,2.031278,0
791,1,2.031278,1.1938912
811,1,2.031278,0
831,1,1.388889,0.460123
832,1,1.388889,0.460123
851,1,2.031278,0
852,1,2.031278,1.625
853,1,2.031278,0
871,1,2.031278,0
891,1,2.031278,1.8003742
892,1,2.031278,0
911,1,2.031278,0
912,1,2.031278,1.0782353
931,1,2.031278,0
932,1,2.031278,0
951,1,2.031278,0
971,1,2.0833333,1.504953
991,1,2.031278,0
1011,1,2.031278,1.5477326
1031,1,2.0833333,1.5250051
1051,1,2.031278,0
1071,1,2.0833333,0
1091,1,2.031278,0.42688608
1111,1,2.0833333,0
1131,1,2.031278,0
1151,1,2.0833333,0
1171,1,2.0833333,1.1938912
1191,1,2.031278,1.8657202
1211,1,2.0833333,0
1231,1,2.031278,1.2413716
1232,1,2.031278,1.2413718
1271,1,2.031278,0
1291,1,2.031278,2.5346603
1311,1,2.0833333,0
1331,1,2.031278,1.2413719
1351,1,2.031278,0
1371,1,2.031278,1.8669243
1391,1,2.031278,0
1411,1,2.031278,1.5477326
1431,1,2.031278,1.3466868
1451,1,2.031278,0
1471,1,1.388889,0.531261
1491,1,2.0833333,1.504953
1492,1,2.0833333,0
1511,1,2.031278,1.8657202
1531,1,2.031278,0
1532,1,2.031278,0
1533,1,2.031278,0
1551,1,2.031278,8.139028
1571,1,2.031278,0
1591,1,2.0833333,8.139028
1611,1,2.031278,0
1631,1,2.031278,0
1651,1,2.031278,8.139028
1671,1,2.0833333,0
1691,1,2.031278,0
1711,1,2.031278,3.5428674
1731,1,2.031278,1.3009537
1751,1,2.0833333,0
1752,1,2.031278,1.3009537
1753,1,2.0833333,1.455561
1771,1,2.0833333,0
1811,1,2.031278,0
1831,1,1.388889,0
1851,1,2.031278,0
1871,1,2.031278,0
1891,1,2.031278,0
1911,1,2.031278,1.3991108
1912,1,2.031278,1.2413719
1913,1,2.031278,2.1066353
1914,1,2.031278,3.5428672
1915,1,2.031278,1.6249996
1916,1,2.031278,2.5206087
1917,1,2.031278,1.8657202
1931,1,2.031278,0
1951,1,2.031278,1.8657174
1952,1,2.031278,1.8657174
1971,1,-20000000,2.9596856
1972,1,-20000000,2.9596856
1973,1,2.031278,1.5477326
1991,1,2.031278,1.8657202
2011,1,2.031278,0
2031,1,2.031278,0
2051,1,2.0833333,0
2071,1,2.031278,0
2072,1,0,0
2073,1,0,0
2091,1,2.031278,1.2940471
2111,1,2.031278,0
2131,1,2.031278,1.3193258
2151,1,2.0833333,0
2171,1,2.0833333,0
2191,1,2.0833333,0
2192,1,2.031278,0
2193,1,2.031278,0
2194,1,2.031278,1.1938912
2195,1,6.251821,1.3772188
2196,1,2.031278,8.139028
2197,1,2.0833333,8.139028
2198,1,2.031278,0.38719562
2199,1,2.031278,1.3466868
2200,1,2.031278,1.3466868
2201,1,2.031278,0
2202,1,2.031278,0.38719562
2203,1,2.031278,0
2204,1,2.031278,0
2205,1,2.031278,4.1128907
2206,1,2.031278,1.3009537
2207,1,2.031278,0
2208,1,2.031278,1.1661316
2209,1,2.031278,1.1580071
2210,1,2.031278,0
2211,1,2.031278,1.1058105
2212,1,2.031278,1.093615
2213,1,22.777779,0
2215,1,2.0833333,1.0784994
2216,1,8.033585,0
2217,1,8.341268,0
2218,1,2.031278,0
2219,1,2.031278,1.8172631
2220,1,2.031278,1.8172631
2221,1,2.031278,1.0361832
2222,1,2.604167,0
2223,1,2.031278,3.39035
2224,1,11.18121,0
2225,1,9.9605875,0
2226,1,2.031278,0
2227,1,5.1527777,0
2228,1,2.031278,8.3066845
2229,1,2.031278,0
2230,1,2.031278,0
2231,1,2.031278,0
2232,1,2.0833333,0
2233,1,2.031278,2.0078042
2234,1,2.031278,0
2235,1,2.031278,0
2236,1,2.031278,0
2237,1,3.2222223,0.45460638
2239,1,1.1035593,0
2240,1,2.031278,0
2241,1,2.031278,0
2242,1,8.333333,5.1485085
2243,1,2.031278,0
2244,1,2.031278,1.0782353
2245,1,2.031278,0
2246,1,2.031278,1.5049531
2247,1,2.031278,0
2248,1,2.5410166,1.3760259
2250,1,2.4644177,1.286726
2251,1,3.1944444,0
2252,1,3.1944444,0
2253,1,2.031278,4.309965
2254,1,2.0833333,1.0784994
2255,1,2.0833333,1.0784994
2256,1,2.0833333,1.0784994
2257,1,2.0833333,1.1616998
2259,1,2.031278,0
2260,1,2.031278,0
2261,1,2.031278,1.0361832
2262,1,2.031278,2.7977533
2263,1,2.031278,1.117047
2264,1,1.0277778,0
2265,1,2.031278,0
2266,1,2.031278,0
2267,1,2.031278,0
2270,1,2.031278,0
2271,1,2.3611112,1.117047
2272,1,2.031278,0
2273,1,2.031278,0
2274,1,2.031278,0
2275,1,2.031278,0
2276,1,2.031278,0
2277,1,2.031278,0
2278,1,2.031278,0
2279,1,2.031278,0
2280,1,2.031278,0.46259275
2281,1,2.3611112,1.117047
2282,1,2.031278,0
2283,1,2.031278,0
2284,1,2.031278,1.7291341
2285,1,2.0833333,0
2286,1,2.031278,0
2288,1,-20000000,0
2289,1,2.031278,0
2290,1,2.031278,0
2291,1,2.031278,0
2293,1,2.031278,2.520609
2295,1,2.031278,0
2296,1,2.031278,0
2297,1,2.031278,0
2298,1,2.3611112,1.117047
2299,1,2.3611112,1.117047
2300,1,2.0833333,0
2301,1,2.0833333,0
2302,1,2.8757172,0
2303,1,2.0833333,0
2304,1,2.0833333,0
2305,1,1.7387624,0
2306,1,-20000000,0
2307,1,2.031278,0
2310,1,2.031278,1.7291338
2311,1,2.031278,1.7291338
2313,1,2.031278,2.930861
2315,1,2.031278,0
2316,1,2.031278,0
2317,1,2.031278,0
2318,1,2.031278,0
2319,1,2.031278,0
2320,1,2.031278,0
2321,1,2.0833333,0
2322,1,2.031278,0
2323,1,2.031278,0
2324,1,2.031278,0
2325,1,2.031278,1.6912705
2326,1,2.031278,1.5676198
2328,1,2.0833333,0
2329,1,2.031278,0.531261
2330,1,2.0833333,1.2359911
2332,1,2.031278,1.5676198
2333,1,2.0833333,1.1938912
2334,1,2.031278,0
2335,1,2.031278,0
2337,1,2.031278,0.531261
2338,1,3.3576825,0
2340,1,2.031278,0
2353,1,2.031278,1.3189689
2354,1,2.031278,1.9767554
2355,1,2.031278,0
2356,1,2.031278,1.6565863
2357,1,4.5739045,0
2358,1,2.031278,2.680862
2360,1,2.031278,2.1180637
2361,1,-20000000,0
2363,1,2.031278,2.3525903
2364,1,2.031278,2.930861
2365,1,2.031278,1.5676198
2366,1,2.031278,0
2367,1,2.031278,0.9872144
2368,1,2.1111112,1.0233139
2369,1,1.8611112,1.0782353
2370,1,-20000000,0
2371,1,2.031278,0
2372,1,2.031278,0
2373,1,2.031278,0
2374,1,2.0833333,1.1938912
2375,1,2.031278,1.6561495
2376,1,2.031278,1.5678922
2377,1,2.031278,1.3286797
2378,1,2.031278,1.3286667
2379,1,2.031278,0
2380,1,2.031278,0
2381,1,2.031278,0
2382,1,2.031278,1.3009537
2383,1,2.031278,0
2384,1,2.031278,1.5676198
2385,1,2.031278,0
2386,1,2.031278,0
2387,1,2.5042403,1.3758944
2388,1,0.44444445,0
2390,1,2.031278,0
2392,1,2.031278,0
2393,1,2.031278,0
2394,1,2.031278,0
2395,1,2.031278,0
2396,1,2.031278,2.7977533
2397,1,2.031278,0
2398,1,2.031278,1.567621
2399,1,2.031278,2.930861
2400,1,2.031278,2.9308612
2401,1,2.031278,1.3466868
2402,1,2.031278,0
2405,1,2.031278,0
2409,1,2.031278,0
2410,1,2.031278,0
2411,1,2.031278,0
2416,1,2.031278,0
2417,1,2.031278,2.6007264
2418,1,2.031278,0
2423,1,2.031278,0
2424,1,2.031278,1.3758937
2425,1,2.031278,2.3525903
2426,1,2.031278,0
2427,1,2.031278,1.3758937
2428,1,2.031278,0
2429,1,2.031278,1.3466868
2430,1,2.031278,0.8119469
2432,1,2.031278,0
2433,1,2.031278,0
2434,1,2.031278,2.3088086
2435,1,2.031278,2.3088086
2436,1,2.0833333,1.1938912
2437,1,2.031278,1.3009537
2438,1,2.031278,0
2439,1,2.031278,2.83406
2442,1,2.031278,0
2443,1,2.031278,1.5676198
2444,1,2.031278,3.0064476
2445,1,2.031278,0.58937305
2446,1,2.031278,0
2447,1,2.031278,-0.001389467
2448,1,2.031278,0
2449,1,2.031278,1.2781718
2450,1,2.031278,0
2453,1,2.031278,1.5477326
2454,1,2.031278,1.5250051
2455,1,2.031278,2.5346603
2456,1,2.031278,1.5477326
2457,1,1.3151135,0
2458,1,1.3151135,0
2459,1,1.3151135,0
2460,1,1.3151135,0
2462,1,2.031278,0
2463,1,2.031278,0
2464,1,2.031278,0
2465,1,2.031278,1.117047
2466,1,1.519974,0
2467,1,2.031278,0
2468,1,2.031278,1.1661316
2470,1,2.0312655,1.0361832
2471,1,2.0312655,1.117047
2472,1,2.0312655,1.117047
2473,1,2.031278,0
2474,1,2.031278,0
2475,1,2.031278,1.8771152
2477,1,0.44444445,0
2478,1,2.031278,8.139028
2479,1,2.031278,2.915422
2480,1,2.031278,1.5477326
2481,1,2.031278,0
2482,1,2.031278,0
2483,1,2.031278,2.0979092
2484,1,2.031278,2.0832336
2485,1,2.031278,0
2486,1,2.031278,0
2488,1,2.031278,0
2489,1,2.031278,8.139028
2490,1,2.031278,2.871892
2491,1,2.031278,0
2499,1,2.031278,1.2413719
2500,1,0,0
2501,1,2.031278,1.3286797
2502,1,2.031278,0
2503,1,2.031278,1.3466868
2504,1,2.031278,1.3466868
2505,1,2.031278,1.117047
2506,1,2.031278,0
2507,1,2.031278,2.7977533
2508,1,2.031278,1.5676198
2509,1,2.031278,1.5676198
2510,1,2.031278,8.139028
2511,1,2.031278,0
2514,1,2.031278,0
2515,1,2.031278,0
2516,1,2.031278,2.9308858
2517,1,0.44444445,0
2518,1,2.031278,0
2519,1,2.031278,8.139028
2520,1,2.031278,0
2521,1,2.031278,0
2522,1,2.031278,0
2523,1,2.031278,0
2524,1,2.031278,0
2527,1,2.031278,8.139028
2528,1,2.031278,0
2529,1,2.031278,1.2578913
2530,1,2.031278,0
2531,1,2.031278,0.98721486
2532,1,2.031278,0
2533,1,2.031278,0
2534,1,2.031278,0
2535,1,2.031278,1.9767554
2536,1,2.031278,2.1425855
2537,1,0.44444445,0
2538,1,2.0833333,0
2539,1,2.031278,0
2540,1,2.031278,0
2541,1,2.031278,0
2542,1,2.031278,0
2543,1,2.031278,1.117047
2544,1,2.031278,8.139028
2546,1,2.031278,0
2548,1,2.031278,0
2549,1,2.031278,0
2550,1,2.031278,2.871892
2551,1,2.031278,2.5768962
2552,1,2.031278,2.5768962
2553,1,2.0833333,0
2554,1,2.031278,0
2555,1,2.031278,1.3189689
2556,1,2.031278,0
2557,1,2.031278,0
2558,1,2.031278,0
2559,1,2.031278,0
2560,1,2.031278,0
2561,1,2.031278,0
2562,1,2.031278,1.117047
2563,1,2.031278,0
2564,1,2.031278,1.3189689
2565,1,2.031278,0
2566,1,2.031278,1.117047
2567,1,2.031278,1.0361832
2568,1,2.031278,0.97386956
2569,1,2.031278,0
2570,1,2.031278,0
2571,1,2.031278,0
2572,1,2.031278,0
2573,1,2.031278,0
2574,1,2.031278,0
2575,1,2.031278,1.2781718
2576,1,2.031278,3.4488256
2577,1,2.031278,2.930861
2578,1,2.031278,2.7230668
2579,1,2.0833333,1.1288751
2580,1,2.031278,1.504953
2581,1,2.031278,0
2582,1,2.031278,0
2583,1,2.031278,0
2584,1,2.031278,2.5768962
2585,1,2.031278,0
2586,1,2.031278,1.117047
2587,1,2.031278,0
2588,1,2.031278,0
2589,1,2.031278,0.37010214
2590,1,2.031278,1.5042503
2591,1,2.031278,1.4188607
2592,1,2.031278,1.4188607
2593,1,2.031278,1.4188607
2594,1,2.031278,2.745128
2595,1,2.031278,2.745128
2596,1,2.031278,1.0782353
2597,1,2.031278,0.98721486
2598,1,2.031278,1.5042503
2599,1,2.031278,1.117047
2600,1,2.031278,1.1661316
2601,1,2.031278,0
2602,1,-20000000,0
2603,1,8.858166,0
2604,1,2.0312655,0.9350233
2605,1,2.0312655,0.9350233
2610,1,2.031278,0
2611,1,2.031278,1.3009537
2612,1,2.031278,0.034499437
2613,1,2.0833333,1.5042503
2614,1,2.0833333,1.5042503
2615,1,2.031278,1.0361832
2616,1,2.0833333,0
2617,1,2.031278,0
2618,1,2.031278,1.7431843
2619,1,2.031278,1.2413719
2620,1,2.031278,1.2413719
2622,1,2.031278,0
2623,1,2.031278,0
2624,1,2.031278,0
2625,1,2.031278,0
2626,1,2.031278,1.2413719
2627,1,2.031278,0
2628,1,2.031278,0.87650687
2629,1,2.031278,1.0361832
2630,1,2.031278,1.5042503
2631,1,2.031278,0
2632,1,2.031278,0
2633,1,2.031278,1.0784999
2634,1,2.031278,1.0361832
2636,1,2.031278,1.3009537
2637,1,2.031278,0
2638,1,2.031278,1.9681089
2639,1,2.031278,1.8812875
2640,1,2.031278,0
2641,1,3.564318,0
2642,1,2.031278,0
2643,1,2.031278,0.42688608
2644,1,2.031278,0
2646,1,2.031278,9.313585
2647,1,2.031278,1.8657227
2648,1,2.031278,0
2649,1,2.031278,0
2650,1,2.031278,6.929265
2651,1,2.031278,0
2652,1,1.1995647,0
2653,1,2.031278,0
2654,1,2.031278,0
2655,1,2.031278,0
2656,1,2.031278,0
2657,1,2.031278,0
2658,1,-20000000,0
2659,1,2.0833333,0
2660,1,2.031278,0
2661,1,2.031278,0
2662,1,-20000000,0
2663,1,2.781459,0
2664,1,2.031278,0
2665,1,2.031278,0
2666,1,2.031278,2.0078042
2667,1,-20000000,0
2668,1,8.333333,0
2669,1,2.031278,2.3525903
2670,1,-20000000,0
2671,1,1.6680152,0
2672,1,2.031278,0.42688608
2673,1,-20000000,0
2674,1,2.031278,0
2675,1,2.031278,1.1661316
2676,1,2.031278,0
2677,1,2.031278,1.1661316
2678,1,2.031278,1.1580071
2679,1,6.4717603,0
2680,1,2.031278,6.929265
2681,1,2.031278,0
2682,1,2.031278,0
2683,1,2.031278,1.3286667
2684,1,1.5869348,0
2685,1,-20000000,0
2686,1,2.031278,1.286726
2687,1,2.031278,0
2688,1,-20000000,0
2689,1,2.031278,8.139028
2690,1,2.031278,1.1661316
2691,1,2.031278,1.1580071
2692,1,2.031278,0
2693,1,2.031278,0
2694,1,2.031278,4.9494824
2695,1,-20000000,0
2696,1,-20000000,0
2697,1,-20000000,0
2698,1,2.031278,8.139028
2699,1,2.0312655,1.0361832
2700,1,2.031278,0
2701,1,2.031278,-0.250009
2702,1,-20000000,0
2703,1,2.031278,0
2704,1,2.031278,0
2705,1,2.031278,0
2706,1,2.031278,0
2707,1,2.031278,2.680862
2708,1,2.031278,0
2709,1,2.4644177,1.286726
2710,1,2.031278,2.6007264
2711,1,2.031278,2.6007264
2712,1,2.031278,2.745128
2713,1,2.031278,0
2714,1,2.031278,0
2715,1,2.031278,0
2716,1,2.031278,0
2717,1,2.031278,1.3991108
2718,1,2.031278,0.58020574
2719,1,2.031278,0
2720,1,2.3611112,0
2721,1,-20000000,0
2722,1,1.388889,0
2723,1,2.031278,8.139028
2724,1,2.92751,0
2725,1,2.031278,0
2726,1,4.1666665,0
2727,1,4.1666665,0
2728,1,2.031278,0
2729,1,0.1733756,0
2730,1,5.206923,0
2731,1,2.031278,1.1938912
2732,1,2.0833333,1.1938912
2733,1,2.031278,0
2734,1,2.031278,0.4100993
2735,1,2.031278,0.4100993
2736,1,2.031278,0.4100993
2737,1,2.031278,0.4100993
2738,1,2.031278,0.4100993
2739,1,2.031278,8.139028
2740,1,2.031278,8.139028
2741,1,2.031278,8.139028
2742,1,8.333333,0
2743,1,2.031278,0
2744,1,2.8487437,0
2745,1,2.031278,9.313585
2746,1,2.031278,1.8812875
2747,1,2.031278,1.193891
2748,1,2.031278,1.5676198
2749,1,2.031278,1.5676198
2750,1,-20000000,0
2751,1,9.877837,0
2752,1,2.031278,9.313585
2753,1,2.031278,0
2754,1,2.031278,0.9855205
2755,1,2.031278,0.58020574
2756,1,2.031278,1.8657202
2757,1,-20000000,0
2758,1,2.031278,1.5678922
2759,1,2.031278,1.8657174
2760,1,2.031278,1.8657174
2761,1,2.031278,0
2763,1,13.61522,0
2764,1,2.031278,1.8657174
2765,1,1.4074194,0
2766,1,1.0776461,0
2767,1,2.031278,1.5678922
2768,1,2.031278,0
2769,1,2.031278,2.3080318
2770,1,-20000000,84.992836
2772,1,-20000000,0
2773,1,-20000000,0
2774,1,-20000000,0
2775,1,2.031278,1.3286667
2776,1,-20000000,0
2777,1,19.077644,0
2778,1,-20000000,0
2779,1,-20000000,0
2780,1,2.031278,0
2781,1,2.031278,0
2782,1,2.031278,2.680862
2783,1,1.230964,0
2784,1,2.031278,0
2785,1,-20000000,0
2786,1,2.031278,2.1425855
2787,1,2.553526,0
2788,1,2.031278,1.1822668
2789,1,-20000000,0
2790,1,2.031278,1.3009537
2791,1,1.5838554,0
2792,1,2.4550307,0
2793,1,2.031278,2.6152642
2794,1,2.031278,1.2179732
2795,1,-20000000,0
2796,1,-20000000,0
2797,1,6.106275,1.8098314
2798,1,2.031278,1.8657227
2799,1,2.031278,1.8657202
2800,1,0.64799577,0
2801,1,2.031278,2.6152642
2802,1,2.031278,1.5477326
2803,1,2.031278,2.615264
2804,1,2.031278,0
2805,1,2.031278,2.745128
2806,1,2.031278,2.745128
2807,1,2.031278,1.5477326
2808,1,9.877837,0
2809,1,2.031278,0
2810,1,2.031278,1.9342371
2811,1,8.333333,0
2812,1,8.333333,0
2813,1,2.031278,0
2814,1,2.031278,0
2815,1,2.031278,-0.250009
2816,1,-20000000,0
2817,1,2.031278,1.8620826
2818,1,8.333333,0
2819,1,2.031278,0
2820,1,-20000000,0.0060793483
2821,1,-20000000,0.0060793483
2822,1,2.031278,4.0231576
2823,1,2.031278,4.433225
2824,1,2.031278,4.433225
2825,1,2.031278,2.6152642
2826,1,-20000000,0
2827,1,2.031278,8.139028
2828,1,2.031278,2.930889
2829,1,22.777779,0
2830,1,2.031278,1.1661316
2831,1,2.031278,0
2832,1,0.45357463,0
2833,1,0.1733756,0
2834,1,1.1538516,0
2835,1,1.3553376,0
2836,1,2.031278,0
2837,1,2.031278,1.8003742
2839,1,2.031278,0
2840,1,2.031278,2.741065
2841,1,2.031278,2.745128
2842,1,2.031278,2.745128
2844,1,2.031278,1.5678922
2845,1,2.4679253,0
2846,1,2.031278,1.0826179
2847,1,2.031278,0
2848,1,2.031278,9.313585
2849,1,2.031278,2.6152647
2850,1,2.031278,2.745128
2852,1,2.031278,2.6152635
2853,1,2.031278,2.615264
2854,1,2.031278,2.615264
2855,1,2.031278,2.6152647
2856,1,2.031278,2.615264
2857,1,2.031278,2.745128
2858,1,2.031278,2.7977538
2859,1,2.031278,2.6152642
2860,1,2.031278,2.6152647
2861,1,2.031278,2.615264
2862,1,2.031278,0.762392
2863,1,2.031278,0
2864,1,2.031278,0
2865,1,3.2903695,0
2866,1,1.0098369,0
2867,1,1.5550054,0
2868,1,2.659599,0
2869,1,0.62896806,0
2870,1,2.031278,0
2871,1,2.031278,1.8657202
2872,1,2.031278,2.745128
2874,1,0,0
2875,1,2.031278,1.0826179
2876,1,2.68263,0
2877,1,2.031278,0
2878,1,2.031278,0
2879,1,2.031278,2.870827
2880,1,2.031278,0
2881,1,4.3245625,0
2882,1,2.031278,0
2883,1,0.1388889,0
2884,1,0.64799577,0
2885,1,2.031278,2.6152642
2886,1,2.031278,4.309965
2887,1,2.031278,5.2919087
2888,1,2.031278,1.294047
2889,1,2.031278,1.567621
2890,1,2.031278,1.567621
2891,1,1.6527777,0.98721486
2893,1,11.995331,0
2894,1,-20000000,0
2895,1,2.031278,0
2896,1,2.031278,2.6152647
2897,1,2.031278,1.8620826
2898,1,2.031278,0
2899,1,1.388889,0
2900,1,1.388889,0
2901,1,2.031278,0
2902,1,4.727816,0
2903,1,4.727816,0
2904,1,4.727816,0
2905,1,4.727816,0
2906,1,-20000000,0
2907,1,-20000000,0
2908,1,4.727816,0
2909,1,-20000000,0
2910,1,4.727816,0
2912,1,1.8571548,0
2913,1,2.031278,9.313585
2914,1,2.031278,-0.3145581
2915,1,4.2712727,0
2916,1,-20000000,0
2918,1,2.031278,0
2919,1,2.031278,0.58020574
2920,1,2.031278,0.3427582
2921,1,2.031278,0.3427582
2922,1,2.031278,0.58020574
2923,1,4.2712727,0
2924,1,2.031278,0
2925,1,-20000000,0
2926,1,-20000000,0
2927,1,2.031278,0
2928,1,12.13272,13.731314
2929,1,-20000000,0
2930,1,2.031278,1.567621
2932,1,2.031278,6.929265
2933,1,2.031278,2.6152642
2934,1,2.031278,0
2935,1,2.031278,8.139028
2936,1,2.031278,2.6152642
2937,1,5.850386,0
2938,1,0,0
2939,1,2.031278,1.5042503
2940,1,2.031278,2.745128
2941,1,2.031278,2.745128
