Message_lang,Pos_0,Pos_1,Pos_2,ID,ContinentID,PhaseUseFlags,PhaseID,PhaseGroupID,Radius,Box_length,Box_width,Box_height,Box_yaw,ShapeType,ShapeID,AreaTriggerActionSetID,Flags
,-14.36279964447,-393.38000488281,64.56050109863,119,36,0,0,0,6,0,0,0,0,0,0,18456,0
,-110.76000213623,-1009.1900024414,34.80440139771,121,36,0,0,0,7,0,0,0,0,0,0,18457,0
You must be at least level 10 to enter.,-229.49000549316,1576.3499755859,78.8908996582,145,0,0,0,0,7,0,0,0,0,0,0,18458,0
,-5584.2065429688,759.83215332031,384.29016113281,168,0,0,0,0,15,0,0,0,0,0,0,18459,0
,-5586.4599609375,679.29797363281,384.95498657227,169,0,0,0,0,8,0,0,0,0,0,0,18460,0
,-5763.7202148438,-3439.580078125,306.36599731445,171,0,0,0,0,50,0,0,0,0,0,0,18461,0
,1058.1099853516,1554.6800537109,-15,173,0,0,0,0,90,0,0,0,0,0,0,18462,0
,-4086.3601074219,-2610.9499511719,46.01430130005,175,0,0,0,0,20,0,0,0,0,0,0,18463,0
,683.77099609375,-912.14398193359,174.5,178,0,0,0,0,5,0,0,0,0,0,0,18464,0
,-230.95300292969,2105.0600585938,79.75330352783,194,33,0,0,0,5,0,0,0,0,0,0,18465,0
,-12153.62109375,894.01373291016,9.53891277313,196,0,0,0,0,80,0,0,0,0,0,0,18466,0
,-9796.1796875,157.77299499512,25.38780021667,197,0,0,0,0,9,0,0,0,0,0,0,18467,0
,-1895.7800292969,-1109.0400390625,86.18299865723,205,1,0,0,0,15,0,0,0,0,0,0,18468,0
,90.1003036499,-1943.4399414062,79.47270202637,216,1,0,0,0,9,0,0,0,0,0,0,18469,0
,10708.799804688,762.09197998047,1321.3699951172,217,1,0,0,0,14,0,0,0,0,0,0,18470,0
,9859.08984375,588.76098632813,1300.6099853516,218,1,0,0,0,14,0,0,0,0,0,0,18471,0
,9556.240234375,1654.7700195312,1299.4899902344,219,1,0,0,0,14,0,0,0,0,0,0,18472,0
,10675.200195312,1857.4499511719,1324.1700439453,220,1,0,0,0,10,0,0,0,0,0,0,18473,0
,4508.169921875,373.37600708008,32.51250076294,223,1,0,0,0,40,0,0,0,0,0,0,18475,0
,4605.5698242188,385.15798950195,31.4827003479,224,1,0,0,0,25,0,0,0,0,0,0,18476,0
,4558.3598632812,421.4460144043,33.74250030518,225,1,0,0,0,50,0,0,0,0,0,0,18477,0
,-172.18099975586,138.97999572754,-66.64710235596,226,43,0,0,0,12,0,0,0,0,0,0,18478,0
You must be at least level 10 to enter.,-753.59600830078,-2212.7800292969,21.54030036926,228,1,0,0,0,13,0,0,0,0,0,0,18479,0
,6744.9799804688,41.11640167236,47.60409927368,230,1,0,0,0,13,0,0,0,0,0,0,18480,0
,5996.5600585938,365.20999145508,21.86610031128,231,1,0,0,0,40,0,0,0,0,0,0,18481,0
,5980.169921875,330.66900634766,21.76549911499,232,1,0,0,0,40,0,0,0,0,0,0,18482,0
,4916.990234375,328.42999267578,36.76779937744,233,1,0,0,0,50,0,0,0,0,0,0,18483,0
,4641.1899414062,55.38010025024,66.63069915771,234,1,0,0,0,60,0,0,0,0,0,0,18484,0
,4554.6499023438,146.35400390625,59.50270080566,235,1,0,0,0,70,0,0,0,0,0,0,18485,0
,4643.3798828125,145.34899902344,57.90470123291,236,1,0,0,0,50,0,0,0,0,0,0,18486,0
,4504.3100585938,32.32960128784,86.49130249023,237,1,0,0,0,80,0,0,0,0,0,0,18487,0
,6876.2797851562,-486.02899169922,40.14360046387,238,1,0,0,0,65,0,0,0,0,0,0,18488,0
,3469.4299316406,847.61999511719,5.36475992203,239,1,0,0,0,12,0,0,0,0,0,0,18489,0
,1936.3900146484,1534.4699707031,86.87689971924,242,47,0,0,0,8,0,0,0,0,0,0,18490,0
You must be at least level 15 to enter.,-4456.7001953125,-1655.9899902344,86.10949707031,244,1,0,0,0,8,0,0,0,0,0,0,18491,0
,-4932.5297851562,-1596.0500488281,84.81569671631,246,1,0,0,0,20,0,0,0,0,0,0,18492,0
,-236.4700012207,2202.419921875,97.34519958496,254,33,0,0,0,5,0,0,0,0,0,0,18494,0
,-223.3990020752,2101.9699707031,97.38990020752,255,33,0,0,0,5,0,0,0,0,0,0,18495,0
,-189.0059967041,2145.6899414062,97.38990020752,256,33,0,0,0,7,0,0,0,0,0,0,18496,0
You must be at least level 10 to enter.,4252.3701171875,756.97399902344,-23.06319999695,257,1,0,0,0,12,0,0,0,0,0,0,18497,0
,-148.63299560547,121.08000183106,-33.41410064697,259,48,0,0,0,12,0,0,0,0,0,0,18498,0
,2019.7299804688,2004.5999755859,61.68740081787,262,47,0,0,0,15,0,0,0,0,0,0,18500,0
,-527.65802001953,321.10900878906,-50.25839996338,283,48,0,0,0,20,0,0,0,0,0,0,18503,0
,-8681.3701171875,434.40600585938,99.25789642334,284,0,0,0,0,7,0,0,0,0,0,0,18504,0
You must be at least level 30 to enter.,-6053.7299804688,-2954.6298828125,213.68600463867,286,0,0,0,0,10,0,0,0,0,0,0,18505,0
,-228.19299316406,34.16019821167,-39.23389816284,288,70,0,0,0,10,0,0,0,0,0,0,18506,0
,-3463.2600097656,-4123.1298828125,17.10429954529,302,1,0,0,0,8,0,0,0,0,0,0,18507,0
,-4058.75,-2732.5400390625,35.33010101318,303,1,0,0,0,10,0,0,0,0,0,0,18508,0
,-312.20498657227,-4.63255977631,-148.65699768066,322,90,0,0,0,14,0,0,0,0,0,0,18509,0
You must be at least level 15 to enter.,-5161.330078125,939.62298583984,258.28799438477,324,0,0,0,370,10,0,0,0,0,0,0,18510,0
,-9029.173828125,-608.32885742188,56.46789932251,342,0,0,0,0,30,0,0,0,0,0,0,18511,0
,-10429.434570312,-3828.8408203125,-31.62964630127,362,0,0,0,0,150,0,0,0,0,0,0,18512,0
,-8681.400390625,434.43899536133,99.25900268555,382,0,0,0,0,7,0,0,0,0,0,0,18513,0
,-93.16139984131,1691.1500244141,89.06490325928,422,1,0,0,0,20,0,0,0,0,0,0,18515,0
You must be at least level 25 to enter.,-4666.5200195312,-2536.8200683594,86.96710205078,442,1,0,0,0,10,0,0,0,0,0,0,18516,0
,2593.9399414062,1124.6400146484,56.17900085449,444,129,0,0,0,11,0,0,0,0,0,0,18517,0
You must be at least level 35 to enter.,-10162.700195312,-3998.6499023438,-107.97799682617,446,0,0,0,0,11,0,0,0,0,0,0,18518,0
,-300,99,-127,448,109,0,0,0,13,0,0,0,0,0,0,18519,0
,2107.7199707031,1823.7700195312,79.96959686279,462,47,0,0,0,10,0,0,0,0,0,0,18529,0
,2165.75,1944.75,61.46350097656,463,47,0,0,0,15,0,0,0,0,0,0,18530,0
,-8932.7802734375,-1986.4000244141,139.9049987793,482,0,0,0,0,12,0,0,0,0,0,0,18531,0
,39.37409973145,0.80346900225,-12.78829956055,503,34,0,0,0,8,0,0,0,0,0,0,18532,0
,-1679.3000488281,-4328.9599609375,2.58591008186,522,1,0,0,0,4,0,0,0,0,0,0,18533,0
You must be at least level 15 to enter.,-4858.2700195312,785.03002929688,241.05999755859,523,0,0,0,370,12,0,0,0,0,0,0,18534,0
,-717.86798095703,1.37206995487,-241.29299926758,525,90,0,0,0,12,0,0,0,0,0,0,18535,0
,9947.48046875,2630.0400390625,1318.5999755859,527,1,0,0,0,10,0,0,0,0,0,0,18536,0
,8799.41015625,969.78698730469,30.24090003967,542,1,0,0,0,10,0,0,0,0,0,0,18537,0
,-9465.580078125,16.84720039368,65.92099761963,562,0,0,0,0,30,0,0,0,0,0,0,18538,0
,1687.5699462891,1040.0899658203,20.98290061951,602,189,0,0,0,8,0,0,0,0,0,0,18539,0
,853.67901611328,1308.0999755859,19.67140007019,604,189,0,0,0,8,0,0,0,0,0,0,18540,0
,1608.6500244141,-308.9700012207,20.78240013123,606,189,0,0,0,8,0,0,0,0,0,0,18541,0
,253.60099792481,-196.80400085449,21.03849983215,608,189,0,0,0,8,0,0,0,0,0,0,18542,0
You must be at least level 20 to enter.,2925.1799316406,-820.54498291016,161.63400268555,610,0,0,0,0,8,0,0,0,0,0,0,18543,0
You must be at least level 20 to enter.,2877.9799804688,-839.26702880859,163.04899597168,612,0,0,0,0,6,0,0,0,0,0,0,18544,0
You must be at least level 20 to enter.,2859.7299804688,-824.90997314453,162.08299255371,614,0,0,0,0,8,0,0,0,0,0,0,18545,0
,-9219.3701171875,-2149.9399414062,70.60600280762,682,0,0,0,0,30,0,0,0,0,0,0,18547,0
,-9023.259765625,892.39801025391,33.50960159302,702,0,0,0,0,7,0,0,0,0,0,0,18548,0
,-9020.08984375,880.50201416016,151.57600402832,704,0,0,0,0,7,0,0,0,0,0,0,18549,0
,-10517,-1158.3900146484,39.05419921875,707,0,0,0,0,30,0,0,0,0,0,0,18550,0
,-854.54699707031,-576.31402587891,18.46590042114,708,0,0,0,0,0,56.18999862671,27.53000068665,28.53000068665,4.71199989319,1,0,18551,0
,-3615.4899902344,-4467.33984375,24.3141002655,709,1,0,0,0,30,0,0,0,0,0,0,18552,0
,-5601.4599609375,-530.74700927734,395.48300170898,710,0,0,0,0,35,0,0,0,0,0,0,18553,0
,-5390.1801757812,-2953.9299316406,322.0299987793,712,0,0,0,0,36,0,0,0,0,0,0,18554,0
,-3823.0600585938,-834.52600097656,18.27890014648,713,0,0,0,0,30,0,0,0,0,0,0,18555,0
,9809.0498046875,959.18798828125,1315.3499755859,715,1,0,0,0,32,0,0,0,0,0,0,18556,0
,6410.009765625,527.03497314453,14.05780029297,716,1,0,0,0,32,0,0,0,0,0,0,18557,0
,2756.6398925781,-423.05700683594,119.3870010376,717,1,0,0,0,32,0,0,0,0,0,0,18558,0
,2266.6799316406,245.99299621582,44.41450119019,719,0,0,0,0,30,0,0,0,0,0,0,18559,0
,511.53601074219,1638.6300048828,75.41729736328,720,0,0,0,0,50,0,0,0,0,0,0,18560,0
,-4.944439888,-934.90997314453,62.46860122681,721,0,0,0,0,0,24.55999946594,25.71999931335,11.57999992371,5.82899999619,1,0,18561,0
,-2366.6999511719,-345.98300170898,-1.29313004017,722,1,0,0,0,30,0,0,0,0,0,0,18562,0
,-405.31100463867,-2645.2900390625,111.97200012207,742,1,0,0,0,30,0,0,0,0,0,0,18563,0
,-1051.4399414062,-3653.8100585938,31.13520050049,743,1,0,0,0,30,0,0,0,0,0,0,18564,0
,-842.07598876953,-472.46200561523,-34.06560134888,762,48,0,0,0,10,0,0,0,0,0,0,18565,0
,-3752.8100585938,-851.55798339844,10.11530017853,802,0,0,0,0,20,0,0,0,0,0,0,18566,0
,-3668.3400878906,-823.83898925781,9.89914989471,803,0,0,0,0,12,0,0,0,0,0,0,18567,0
,-234.44400024414,319.12701416016,-47.58850097656,822,70,0,0,0,20,0,0,0,0,0,0,18568,0
,341.42001342773,-4684.7001953125,30.94930076599,843,1,0,0,0,30,0,0,0,0,0,0,18569,0
,-10487.299804688,-3256.8701171875,39.89640045166,844,0,0,0,0,30,0,0,0,0,0,0,18570,0
,-14457,496.45001220703,39.13919830322,862,0,0,0,0,28,0,0,0,0,0,0,18571,0
,-213.7200012207,370.60699462891,-35.38869857788,882,70,0,0,0,10,0,0,0,0,0,0,18572,0
You must be at least level 30 to enter.,-6606.4799804688,-3762.1899414062,266.91000366211,902,0,0,0,0,12,0,0,0,0,0,0,18573,0
,1190.3499755859,840.58697509766,13.43420028687,922,209,0,0,0,20,0,0,0,0,0,0,18574,0
You must be at least level 35 to enter.,-6773.490234375,-2889.7700195312,15.106300354,924,1,0,0,0,20,0,0,0,0,0,0,18575,0
,-4950.6499023438,-1625.1400146484,-3.01570010185,942,1,0,0,0,25,0,0,0,0,0,0,18576,0
,-4950.740234375,-1595.1400146484,-3.01570010185,943,1,0,0,0,25,0,0,0,0,0,0,18577,0
,-4950.6499023438,-1567.0999755859,-3.01570010185,944,1,0,0,0,25,0,0,0,0,0,0,18578,0
,1909.2700195312,1015.1099853516,11.51550006866,962,209,0,0,0,10,0,0,0,0,0,0,18579,0
,-2372.5100097656,-1991.6400146484,120.97499847412,982,1,0,0,0,35,0,0,0,0,0,0,18580,0
,898.48199462891,922.68798828125,126.78800201416,1022,1,0,0,0,35,0,0,0,0,0,0,18581,0
,-7162.1401367188,-3845.9499511719,8.78192996979,1023,1,0,0,0,20,0,0,0,0,0,0,18582,0
,-4370.830078125,3289.1499023438,23.7823009491,1024,1,0,0,0,35,0,0,0,0,0,0,18583,0
,-4461.919921875,242.57800292969,45.24649810791,1025,1,0,0,0,0,52.66999816895,20.53000068665,14.18999958038,3.55999994278,1,0,18584,0
,357.2200012207,-2106.0900878906,121.83899688721,1042,0,0,0,0,60,0,0,0,0,0,0,18585,0
,29.24270057678,-22.18120002747,10.52719974518,1064,249,0,0,0,30,0,0,0,0,0,0,18586,0
,-14468,457.51300048828,15.98219966888,1103,0,0,0,0,2,0,0,0,0,0,0,18589,0
,-5096.759765625,750.20501708984,260.54998779297,1104,0,0,0,0,2,0,0,0,0,0,0,18590,0
,-377.05599975586,44.04999923706,-156.48300170898,1105,90,0,0,0,15,0,0,0,0,0,0,18591,0
,-8561.5400390625,823.38299560547,106.51899719238,1125,0,0,0,0,3,0,0,0,0,0,0,18592,0
,-295.63900756836,-3460.6799316406,193.88400268555,1205,0,0,0,0,14,0,0,0,0,0,0,18593,0
,-496.85400390625,42.69290161133,-91.13179779053,1306,109,0,0,0,25,0,0,0,0,0,0,18595,0
,-467.52099609375,95.30829620361,-105,1326,109,0,0,0,7,0,0,0,0,0,0,18596,0
,4260.7299804688,-6273.6401367188,90.22889709473,1387,1,0,0,0,20,0,0,0,0,0,0,18597,0
,4277.580078125,-6296,95.57640075684,1388,1,0,0,0,20,0,0,0,0,0,0,18598,0
,-11204.5,-2730.6101074219,14.89719963074,1426,0,0,0,0,2,0,0,0,0,0,0,18599,0
,-11079.700195312,-2855.6398925781,10.69110012054,1427,0,0,0,0,2,0,0,0,0,0,0,18600,0
,-11208.099609375,-2960.4799804688,9.21448993683,1428,0,0,0,0,2,0,0,0,0,0,0,18601,0
,-11337.400390625,-2848.9299316406,9.34403991699,1429,0,0,0,0,2,0,0,0,0,0,0,18602,0
,-11185.099609375,-2834.6298828125,116.47399902344,1446,0,0,0,0,2,0,0,0,0,0,0,18603,0
,1811.0500488281,700.97601318359,15.29399967194,1447,209,0,0,0,30,20,20,20,0,0,0,18604,0
You must be at least level 40 to enter.,-7176.6298828125,-937.6669921875,170.20599365234,1466,0,0,0,0,13,0,0,0,0,0,0,18605,0
You must be at least level 45 to enter.,-7518.1899414062,-1239.1300048828,287.24301147461,1468,0,0,0,0,10,0,0,0,0,0,0,18606,0
,73.50830078125,-215.04400634766,52.38690185547,1470,229,0,0,0,10,0,0,0,0,0,0,18607,0
,456.96899414063,48.36800003052,-65.27529907227,1472,230,0,0,0,12,0,0,0,0,0,0,18608,0
,-7921.1401367188,-2604.1799316406,223.34599304199,1506,0,0,0,0,8,0,0,0,0,0,0,18609,0
,596.43200683594,-188.49800109863,-50,1526,230,0,0,0,8,0,0,0,0,0,0,18610,0
,376.10598754883,-191.24200439453,-70.54489898682,1590,230,0,0,0,10,0,0,0,0,0,0,18612,0
,-6657.3500976562,-2157.1000976562,264.13299560547,1606,0,0,0,0,30,0,0,0,0,0,0,18613,0
,3122.1999511719,2324.6398925781,-129.32000732422,1626,269,0,0,0,70,0,0,0,0,0,0,18614,0
,-78.58190155029,-401.39498901367,38.9427986145,1628,229,0,0,0,20,0,0,0,0,0,0,18615,0
,-907.86499023438,-3534.2399902344,83.7878036499,1646,0,0,0,0,30,0,0,0,0,0,0,18616,0
,-3464.7099609375,-4120.9301757812,17.0986995697,1667,1,0,0,0,9,0,0,0,0,0,0,18618,0
,319.97399902344,-215.18499755859,-77.95420074463,1686,230,0,0,0,10,0,0,0,0,0,0,18619,0
,-7286.009765625,-2125.0600585938,-272.11401367188,1726,1,0,0,0,12,0,0,0,0,0,0,18620,0
,-7208.419921875,-2027.0899658203,-271.73999023438,1727,1,0,0,0,12,0,0,0,0,0,0,18621,0
,-7170.0200195312,-1852.7900390625,-272.9880065918,1728,1,0,0,0,12,0,0,0,0,0,0,18622,0
,-7395.1899414062,-1735.6800537109,-279.76300048828,1729,1,0,0,0,12,0,0,0,0,0,0,18623,0
,-7449.8999023438,-2111.5700683594,-271.76599121094,1730,1,0,0,0,12,0,0,0,0,0,0,18624,0
,-7463.3500976562,-1957.6400146484,-272.53201293945,1731,1,0,0,0,12,0,0,0,0,0,0,18625,0
,-7509.580078125,-1946.5600585938,-270.53698730469,1732,1,0,0,0,12,0,0,0,0,0,0,18626,0
,-7516.8701171875,-1829.7600097656,-272.64700317383,1733,1,0,0,0,12,0,0,0,0,0,0,18627,0
,-7594.1201171875,-1771.6199951172,-273.61199951172,1734,1,0,0,0,12,0,0,0,0,0,0,18628,0
,-7748.8999023438,-1721.1400146484,-271.90899658203,1735,1,0,0,0,12,0,0,0,0,0,0,18629,0
,-7768.6098632812,-1957.6300048828,-272.12600708008,1736,1,0,0,0,12,0,0,0,0,0,0,18630,0
,-7612.5600585938,-1930.8699951172,-271.82800292969,1737,1,0,0,0,12,0,0,0,0,0,0,18631,0
,-7952.2001953125,-1792.0100097656,-272.89300537109,1738,1,0,0,0,12,0,0,0,0,0,0,18632,0
,-7895.2900390625,-1623.6199951172,-269.70700073242,1739,1,0,0,0,12,0,0,0,0,0,0,18633,0
,-7874.1801757812,-1806.3000488281,-271.45901489258,1740,1,0,0,0,12,0,0,0,0,0,0,18634,0
,411.61700439453,-201.64599609375,-65.14459991455,1746,230,0,0,0,10,0,0,0,0,0,0,18635,0
,-7308.7133789062,-2001.4731445312,-272.45050048828,1766,1,0,0,0,12,0,0,0,0,0,0,18636,0
,690.51800537109,-280.05200195313,-43.19689941406,1786,230,0,0,0,7,0,0,0,0,0,0,18637,0
,471.14199829102,-9.3437795639,-69.79930114746,1826,230,0,0,0,10,0,0,0,0,0,0,18639,0
,1380.1500244141,-554.60400390625,-89.6429977417,1827,230,0,0,0,20,0,0,0,0,0,0,18640,0
,497.39898681641,13.23190021515,-70.13719940186,1828,230,0,0,0,10,0,0,0,0,0,0,18641,0
,6818.5600585938,-391.73498535156,40.12300109863,1906,1,0,0,0,50,0,0,0,0,0,0,18642,0
,845.91101074219,-317.36898803711,-50.28680038452,1926,230,0,0,0,10,0,0,0,0,0,0,18643,0
,70.86109924316,-409.01400756836,64.34770202637,1946,229,0,0,0,10,0,0,0,0,0,0,18644,0
,4988.9702148438,547.00201416016,5.37929010391,1966,1,0,0,0,11,0,0,0,0,0,0,18645,0
,91.08540344238,-408.37399291992,64.34770202637,1986,229,0,0,0,10,0,0,0,0,0,0,18646,0
,109.60800170898,-415.69799804688,64.34770202637,1987,229,0,0,0,10,0.33329999447,0.33329999447,0.33329999447,0,0,0,18647,0
,153.76300048828,-419.8330078125,110.47200012207,2026,229,0,0,0,20,0,0,0,0,0,0,18648,0
,102.43000030518,-319.1669921875,65.46350097656,2046,229,0,0,0,10,0,0,0,0,0,0,18649,0
,75.26219940186,-547.67901611328,110.92800140381,2066,229,0,0,0,30,0,0,0,0,0,0,18650,0
,26.45829963684,-522.47100830078,110.94300079346,2067,229,0,0,0,15,0,0,0,0,0,0,18651,0
,25.9284992218,-299.32501220703,24.10950088501,2068,229,0,0,0,0,20,20,20,0,1,0,18652,0
,76.02700042725,10.50430011749,-4.29658985138,2166,369,0,0,0,0,9.41699981689,19,20.63999938965,0,1,0,18654,0
,80.16329956055,2490.8798828125,-1.85693001747,2171,369,0,0,0,10,0,0,0,0,0,0,18655,0
,-8346.4599609375,514.03100585938,96.59889984131,2173,0,0,0,0,10,0,0,0,0,0,0,18656,0
,-4840.259765625,-1330.4599609375,508.17199707031,2175,0,0,0,0,10,0,0,0,0,0,0,18657,0
,3673.6000976562,-3633.8701171875,139.94299316406,2187,329,0,0,0,5,0,0,0,0,0,0,18658,0
,5483.8999023438,-749.88098144531,334.62100219727,2206,1,0,0,0,30,0,0,0,0,0,0,18659,0
,5552.08984375,-683.81298828125,335.25,2207,1,0,0,0,25,0,0,0,0,0,0,18660,0
,5587.0200195312,-784.02502441406,335.8219909668,2208,1,0,0,0,23,0,0,0,0,0,0,18661,0
,3665.1101074219,-3164.9599609375,127.22399902344,2209,329,0,0,0,10,0,0,0,0,0,0,18662,0
,3663.9499511719,-3164.2700195312,127.36100006104,2210,329,0,0,0,10,0,0,0,0,0,0,18663,0
,6107.6201171875,-4181.6000976562,852.32202148438,2211,1,0,0,0,2,0,0,0,0,0,0,18664,0
,5893.3198242188,-4054.830078125,596.32202148438,2213,1,0,0,0,2,0,0,0,0,0,0,18665,0
You must be at least level 45 to enter.,3237.4599609375,-4060.6000976562,112.01000213623,2214,0,0,0,0,0,10,10,10,0,1,0,18666,0
You must be at least level 45 to enter.,3392.4599609375,-3396.7700195312,143.07299804688,2216,0,0,0,0,0,22.82999992371,8.08300018311,34.68999862671,0,1,0,18667,0
You must be at least level 45 to enter.,3392.5600585938,-3361.7800292969,142.80200195313,2217,0,0,0,0,0,27.94000053406,7.08300018311,35.18999862671,0,1,0,18668,0
,3584.7800292969,-3632.0500488281,142.11799621582,2221,329,0,0,0,10,9.77799987793,17.94000053406,27.92000007629,0,0,0,18669,0
,2.58018994331,-0.01358699985,-13.36680030823,2226,389,0,0,0,0,30.69000053406,12.18999958038,25.55999946594,0,1,0,18670,0
You must be at least level 8 to enter.,1818.4000244141,-4427.259765625,-10.44779968262,2230,1,0,0,0,0,21.69000053406,11.82999992371,21.21999931335,0.5759999752,1,0,18671,0
,1757.2600097656,-1165.9300537109,59.60250091553,2246,0,0,0,0,20,0,0,0,0,0,0,18672,0
,1855.1300048828,-1569.2199707031,59.18249893188,2248,0,0,0,0,20,0.33329999447,0.33329999447,0.33329999447,0,0,0,18673,0
,1462.1300048828,-1864.0200195312,58.70280075073,2250,0,0,0,0,20,0.33329999447,0.33329999447,0.33329999447,0,0,0,18674,0
,1668.1199951172,-2282.5600585938,59.2220993042,2252,0,0,0,0,20,0,0,0,0,0,0,18675,0
,245.58700561523,1251.9899902344,210.14500427246,2266,1,0,0,0,40,0,0,0,0,0,0,18676,0
,-1596.1600341797,3145.2600097656,61.36180114746,2267,1,0,0,0,0,30.03000068665,30.03000068665,30.03000068665,0,1,0,18677,0
,-5477.91015625,-2460.3200683594,89.28369903564,2286,1,0,0,0,20,0,0,0,0,0,0,18678,0
,6687.990234375,-4670.0698242188,723.89099121094,2287,1,0,0,0,20,0,0,0,0,0,0,18679,0
,5018.91015625,-4563.9399414062,851.75,2327,1,0,0,0,50,0,0,0,0,0,0,18681,0
,-9897.2099609375,-3725.0900878906,24.66710090637,2387,0,0,0,0,15,0,0,0,0,0,0,18685,0
,-287.0710144043,2175.6398925781,36.88610076904,2406,33,0,0,0,0,98.86000061035,185.60000610352,80.58000183105,2.88000011444,1,0,18686,0
,-315.99099731445,2179.6298828125,91.75420379639,2407,33,0,0,0,0,36.06000137329,182.80000305176,212.60000610352,2.89700007439,1,0,18687,0
,-232.37199401856,2077.1000976562,68.11769866943,2408,33,0,0,0,0,44.66999816895,123.19999694824,43.31000137329,4.3109998703,1,0,18688,0
,-255.27299499512,2035.7600097656,114.43699645996,2409,33,0,0,0,0,59.68999862671,228.5,169.39999389648,4.32800006866,1,0,18689,0
,-167.09199523926,2104.2199707031,73.44969940186,2410,33,0,0,0,0,53,114.69999694824,17.07999992371,6.02099990845,1,0,18690,0
,-179.72900390625,2079.3701171875,42.69449996948,2411,33,0,0,0,0,19.03000068665,162.10000610352,187.10000610352,6.09100008011,1,0,18691,0
You must be in the Alliance and at least 51st level to enter.,97.43199920654,-176.2740020752,127.86599731445,2412,0,0,0,0,0,10.56000041962,16.5,22.17000007629,5.25299978256,1,0,18692,0
You must be in the Horde and at least 51st level to enter.,544.83001708984,-1079.9499511719,109.4940032959,2413,0,0,0,0,0,12.17000007629,19.05999946594,12.06000041962,3.8220000267,1,0,18693,0
,-7474.009765625,-1286.3399658203,431.3039855957,2426,469,0,0,0,0,181.80000305176,234.69999694824,63.93999862671,5.32299995422,1,0,18694,0
,-7375.3198242188,-1240.1400146484,494.2799987793,2427,469,0,0,0,0,53.86000061035,189.89999389648,77.05999755859,0.73299998045,1,0,18695,0
,-7568.3999023438,-1375.6600341797,468.50799560547,2428,469,0,0,0,0,225.30000305176,75.9700012207,132.19999694824,5.34100008011,1,0,18696,0
,-7412.9702148438,-1371.5899658203,413.42599487305,2429,469,0,0,0,0,243.30000305176,72.94000244141,245.89999389648,3.78699994087,1,0,18697,0
,6207.5,-152.83299255371,79.8184967041,2486,1,0,0,0,15,0,0,0,0,0,0,18700,0
,215.19400024414,71.15699768066,30.12759971619,2530,450,0,0,0,0,10,10,10,3.59500002861,1,0,18703,0
,-0.35804098845,-1.97985994816,-0.25588399172,2534,449,0,0,0,0,7.3060002327,3.83299994469,6.1939997673,0,1,0,18705,0
,332.86599731445,94.31079864502,92.2220993042,2547,289,0,0,0,0,8.19400024414,38.43999862671,60.41999816895,0,1,0,18706,0
,322.88400268555,112.1370010376,98.67259979248,2548,289,0,0,0,0,11.25,37.43999862671,44.0299987793,0.80290001631,1,0,18707,0
,325.18399047852,75.61810302734,93.87439727783,2549,289,0,0,0,0,9.69400024414,31.42000007629,54.16999816895,5.23600006104,1,0,18708,0
You must be at least level 45 to enter.,1282.0500488281,-2548.7299804688,85.39939880371,2567,0,0,0,0,0,10.56000041962,13.02999973297,21.67000007629,0.47119998932,1,0,18709,0
,182.26499938965,126.44999694824,143.70700073242,2568,289,0,0,0,0,12.32999992371,8.88899993896,16.38999938965,0,1,0,18710,0
,2343.5700683594,-2569,118.827003479,2610,1,0,0,0,30,0,0,0,0,0,0,18713,0
